,stock_large,stock_small,bond,stock_HongKong,stock_US
2012/9/26,-1.143,-2.3031,0.1598,-0.8259,-0.5737
2012/9/27,3.0586,2.2491,0.051,1.1426,0.9649
2012/9/28,1.8381,1.8678,-0.0896,0.3761,-0.4478
2012/10/8,-1.0053,-0.5121,0.0004,-0.0759,1.0558
2012/10/9,2.2071,2.5838,-0.0419,0.5413,-0.9891
2012/10/10,0.1707,0.9587,0.0051,-0.0844,-0.6188
2012/10/11,-0.9287,-1.4825,0.068,0.3798,0.0195
2012/10/12,0.0868,-0.2354,0.0693,0.6542,-0.2966
2012/10/15,-0.4198,-0.5311,0.0973,0.0559,0.8078
2012/10/16,0.144,0.3115,0.012,0.2781,1.027
2012/10/17,0.1149,0.2335,-0.0407,0.9882,0.4117
2012/10/18,1.5331,1.668,-0.0266,0.4766,-0.2444
2012/10/19,-0.1544,-0.285,0.0211,0.1536,-1.6571
2012/10/22,0.3911,0.397,-0.0241,0.6765,0.044
2012/10/23,-1.2605,-1.1951,-0.004,,-1.4444
2012/10/24,-0.1859,-0.0352,0.001,0.3052,-0.3085
2012/10/25,-0.7167,-0.9745,-0.0496,0.2134,0.2996
2012/10/26,-1.8912,-1.949,-0.0193,-1.2135,-0.0729
2012/10/29,-0.5362,-0.1376,0.0468,-0.1602,
2012/10/30,0.1802,0.0552,0.0122,-0.3834,
2012/10/31,0.6669,0.2344,0.0234,0.9951,0.0156
2012/11/1,1.9099,1.8968,-0.0568,0.832,1.0927
2012/11/2,0.3869,0.6617,-0.0022,1.3265,-0.9379
2012/11/5,-0.2122,-0.437,0.0222,-0.4746,0.2164
2012/11/6,-0.4203,-0.6828,-0.0134,-0.2816,0.7853
2012/11/7,-0.2051,-0.1282,-0.0013,0.7082,-2.3705
2012/11/8,-1.8404,-2.4796,-0.0107,-2.4115,-1.2205
2012/11/9,-0.1996,-0.4023,0.0213,-0.8463,0.1699
2012/11/12,0.4875,0.6202,0.0264,0.2147,0.013
2012/11/13,-1.75,-2.0466,0.028,-1.1276,-0.3985
2012/11/14,0.4823,0.2973,0.041,1.1956,-1.3852
2012/11/15,-1.3264,-1.7658,-0.0175,-1.5533,-0.1594
2012/11/16,-0.7468,-0.5845,0.1137,0.2372,0.484
2012/11/19,-0.1036,0.2328,0.1001,0.487,1.9862
2012/11/20,-0.4646,-0.3971,0.0083,-0.1589,0.0663
2012/11/21,1.3865,1.0352,-0.0175,1.3947,0.232
2012/11/22,-0.7905,-1.3241,-0.0435,1.0167,
2012/11/23,0.6948,0.3461,0.0061,0.7854,1.3026
2012/11/26,-0.7788,-1.1691,-0.0009,-0.2381,-0.203
2012/11/27,-1.1473,-3.5738,-0.0137,-0.0813,-0.5227
2012/11/28,-0.9986,-2.2217,0.0088,-0.6182,0.7856
2012/11/29,-0.6333,-0.9413,0.0036,0.9854,0.427
2012/11/30,1.1337,1.5301,-0.0008,0.4904,0.0162
2012/12/3,-1.44,-2.3961,0.016,-1.1917,-0.4745
2012/12/4,1.0728,1.2469,-0.0395,0.1476,-0.171
2012/12/5,3.5846,3.6924,-0.0085,2.1603,0.1585
2012/12/6,-0.1937,-0.0637,-0.0362,-0.0947,0.3307
2012/12/7,1.9584,2.2828,0.0024,-0.2636,0.2921
2012/12/10,1.0811,1.7639,0.0262,0.3855,0.0338
2012/12/11,-0.5524,-0.673,0.0201,0.212,0.6549
2012/12/12,0.4103,0.0288,0.0202,0.8037,0.0448
2012/12/13,-1.1082,-1.3279,0.0171,-0.2567,-0.6321
2012/12/14,5.049,4.1775,-0.0205,0.7146,-0.4135
2012/12/17,0.4599,0.8363,0.0268,-0.4086,1.1871
2012/12/18,0.06,-0.1711,0.0076,-0.0839,1.1487
2012/12/19,0.1262,0.4052,-0.0271,0.5719,-0.7589
2012/12/20,0.5781,0.3152,-0.0157,0.1609,0.5488
2012/12/21,-0.5373,-0.2504,0.0081,-0.6774,-0.9379
2012/12/24,0.3885,0.5361,0.0044,0.155,-0.244
2012/12/25,2.8212,2.2898,0.026,,
2012/12/26,0.3767,1.2413,0.0228,,-0.4787
2012/12/27,-0.53,-0.9042,0.0472,0.3487,-0.1218
2012/12/28,1.4503,1.1162,0.06,0.2069,-1.105
2012/12/31,1.7299,1.257,0.0683,-0.0427,1.6942
2013/1/4,0.0577,-0.5375,-0.0364,2.9756,2.8243
2013/1/7,0.4586,0.9244,0.0627,-0.0057,-0.3123
2013/1/8,-0.4202,1.176,0.0634,-0.9368,-0.3242
2013/1/9,0.0315,0.2389,0.0455,0.4642,0.2656
2013/1/10,0.1759,0.6406,0.0156,0.5851,0.7597
2013/1/11,-1.8707,-2.5376,-0.023,-0.3864,-0.0048
2013/1/14,3.8053,3.4717,0.0271,0.6413,-0.0931
2013/1/15,0.7034,1.9481,0.0106,-0.1356,0.1129
2013/1/16,-0.7228,-0.0035,-0.0044,-0.1049,0.0197
2013/1/17,-0.9442,-1.2328,0.033,-0.0738,0.5643
2013/1/18,1.672,1.6615,0.0907,1.1226,0.3403
2013/1/21,0.5956,0.7642,0.0424,-0.0461,
2013/1/22,-0.5362,-1.5951,0.0605,0.2886,0.4428
2013/1/23,0.4066,0.1837,0.0318,-0.101,0.1507
2013/1/24,-0.9473,-2.0923,0.0047,-0.1532,0.0007
2013/1/25,-0.429,-0.1683,0.0309,-0.0783,0.5445
2013/1/28,3.1182,2.5485,0.03,0.3878,-0.185
2013/1/29,0.9051,0.9486,-0.0033,-0.0706,0.5106
2013/1/30,0.48,0.5186,0.0016,0.7055,-0.39
2013/1/31,-0.068,-0.5982,0.0225,-0.3884,-0.2563
2013/2/1,2.1007,0.8067,0.0296,-0.0324,1.0053
2013/2/4,0.1715,-0.6656,0.072,-0.1553,-1.1539
2013/2/5,0.8605,1.0413,0.0568,-2.2651,1.0416
2013/2/6,0.1504,0.6743,-0.0257,0.4683,0.0549
2013/2/7,-0.5755,0.3747,0.0815,-0.3437,-0.1805
2013/2/8,0.4295,1.4313,0.0459,0.1646,0.5658
2013/2/15,,,,,0.1225
2013/2/18,-1.2358,0.5317,0.1205,0.7184,
2013/2/19,-1.8946,-1.8308,0.0126,-1.018,0.7337
2013/2/20,0.6341,2.0784,0.0555,0.7064,-1.2404
2013/2/21,-3.4073,-2.0647,0.0728,-1.7194,-0.6303
2013/2/22,-0.5342,-0.3359,-0.001,-0.5423,0.8773
2013/2/25,0.3218,1.1056,0.0008,0.1652,-1.831
2013/2/26,-1.4344,-1.5159,-0.0016,-1.3163,0.6109
2013/2/27,1.0548,0.0762,-0.0243,0.2545,1.2726
2013/2/28,3.0312,2.0448,0.022,1.9633,-0.0864
2013/3/1,-0.168,1.1148,-0.0022,-0.6084,0.2324
2013/3/4,-4.6133,-3.5551,0.0716,-1.4965,0.4611
2013/3/5,3.0283,2.251,0.0318,0.1007,0.9566
2013/3/6,1.0445,1.5568,0.0277,0.9634,0.1085
2013/3/7,-1.1593,-1.2122,-0.0005,-0.0281,0.1816
2013/3/8,-0.4792,-1.0876,0.0155,1.4075,0.4481
2013/3/11,-0.5583,0.0203,0.0114,-0.0049,0.3249
2013/3/12,-1.4179,-2.5183,0.0101,-0.8671,-0.2403
2013/3/13,-1.1007,-0.9142,0.0134,-1.4589,0.1314
2013/3/14,0.2685,0.4495,0.0101,0.2772,0.5603
2013/3/15,0.221,0.1836,-0.0248,-0.3805,-0.1618
2013/3/18,-1.4717,-1.2703,0.0271,-1.996,-0.551
2013/3/19,0.9033,0.3196,-0.0045,-0.1879,-0.2423
2013/3/20,3.3693,2.609,-0.0025,0.9735,0.6697
2013/3/21,0.1844,1.0559,-0.0049,-0.1373,-0.8282
2013/3/22,0.127,0.4179,0.022,-0.4975,0.7174
2013/3/25,-0.199,-0.3184,0.0242,0.6143,-0.334
2013/3/26,-1.456,-0.6925,0.032,0.2693,0.7785
2013/3/27,0.3293,0.2383,0.0282,0.6891,-0.0588
2013/3/28,-3.2602,-2.9074,0.0436,-0.7353,0.4057
2013/3/29,-0.1688,-0.0491,0.0593,,
2013/4/1,-0.076,0.6868,0.0786,,-0.4474
2013/4/2,-0.2726,-1.2233,0.099,0.3058,0.5172
2013/4/3,-0.1144,-0.912,0.119,-0.1356,-1.0546
2013/4/8,-0.4529,0.4091,0.1625,-2.7731,0.6037
2013/4/9,0.6929,0.9745,0.0752,0.7012,0.3544
2013/4/10,-0.1655,-0.2062,0.0096,0.7509,1.2189
2013/4/11,-0.2991,-0.4088,0.0225,0.3028,0.3552
2013/4/12,-0.6362,-0.8384,0.036,-0.0553,-0.2837
2013/4/15,-1.0273,-1.4042,0.0945,-1.4323,-2.2966
2013/4/16,0.9346,1.0825,0.0886,-0.4622,1.4307
2013/4/17,-0.0455,0.8671,0.0492,-0.4723,-1.4328
2013/4/18,0.2594,0.3105,-0.0755,-0.265,-0.6701
2013/4/19,2.7984,2.1101,-0.1164,2.3291,0.8848
2013/4/22,-0.1246,0.4687,-0.0252,0.1399,0.4662
2013/4/23,-3.2086,-2.7103,-0.0013,-1.0786,1.0419
2013/4/24,1.8824,1.9939,0.0482,1.7263,0.0006
2013/4/25,-1.1101,-1.5258,0.0724,0.9836,0.4035
2013/4/26,-0.8335,-1.8545,0.0628,0.6538,-0.1842
2013/5/2,0.0953,0.4642,0.1149,0.5348,0.9701
2013/5/3,1.7665,1.9283,0.0872,0.0956,1.0535
2013/5/6,1.3266,1.9085,-0.0051,0.9922,0.1908
2013/5/7,0.1566,0.1997,0.0812,0.576,0.523
2013/5/8,0.5083,0.9192,-0.0205,0.8559,0.4139
2013/5/9,-0.5901,0.0541,0.043,-0.1414,-0.3687
2013/5/10,0.5159,0.6063,0.031,0.4728,0.4322
2013/5/13,-0.3962,0.3754,0.0387,-1.4211,0.0043
2013/5/14,-1.479,-1.1545,0.0485,-0.2589,1.0142
2013/5/15,0.5449,1.3468,0.011,0.497,0.5114
2013/5/16,1.8263,1.0744,0.0127,0.1668,-0.501
2013/5/17,1.5411,1.5305,0.0024,,1.03
2013/5/20,0.6774,1.2556,0.0171,1.7777,-0.0708
2013/5/21,0.201,1.3193,0,-0.5391,0.1722
2013/5/22,0.1217,-0.8235,0.0115,-0.4506,-0.8274
2013/5/23,-1.3439,-0.8425,0.0417,-2.5424,-0.2924
2013/5/24,0.5567,1.5531,0.0154,-0.225,-0.0551
2013/5/27,0.0908,1.0142,0.04,0.2979,
2013/5/28,1.7223,0.1925,0.0295,1.05,0.6341
2013/5/29,-0.068,0.7455,-0.0323,-1.611,-0.7048
2013/5/30,-0.3117,0.2286,0.0057,-0.3131,0.367
2013/5/31,-1.059,-0.6188,-0.0133,-0.4098,-1.4307
2013/6/3,-0.1459,-0.6953,0.0029,-0.4911,0.5936
2013/6/4,-1.42,-1.9606,-0.036,0.0149,-0.5511
2013/6/5,-0.1998,0.4124,-0.0211,-0.9705,-1.378
2013/6/6,-1.2768,-1.7686,-0.0431,-1.0458,0.849
2013/6/7,-1.7282,-1.9661,-0.0458,-1.2051,1.2832
2013/6/13,-3.3904,-2.7974,0.0608,-3.1899,-0.4272
2013/6/14,0.7014,1.9894,-0.0613,0.3931,-0.5885
2013/6/17,-0.5351,0.2341,-0.0299,1.2245,0.7567
2013/6/18,0.6201,0.3447,-0.0927,-0.0001,0.7791
2013/6/19,-0.7434,-0.6229,-0.1534,-1.1259,-1.3851
2013/6/20,-3.3031,-3.3013,-0.4843,-2.8781,-2.501
2013/6/21,-0.1754,-0.5345,-0.1368,-0.5866,0.267
2013/6/24,-6.3081,-6.1953,-0.0377,-2.2175,-1.2145
2013/6/25,-0.2666,-0.4277,0.0633,0.2107,0.9497
2013/6/26,0.1328,2.0715,0.2299,2.4317,0.959
2013/6/27,-0.3488,-1.6007,0.2665,0.4992,0.62
2013/6/28,1.8468,0.0852,0.14,1.7769,-0.429
2013/7/1,0.5761,2.1203,0.1174,,0.5404
2013/7/2,0.3916,1.6481,0.0149,-0.6953,-0.0545
2013/7/3,-0.8171,0.1528,0.0527,-2.4752,0.0824
2013/7/4,0.8236,0.7819,0.1059,1.5951,
2013/7/5,0.2192,-0.5592,0.0764,1.8858,1.0202
2013/7/8,-2.8394,-3.887,-0.0192,-1.3066,0.5252
2013/7/9,-0.0439,0.5997,-0.0389,0.4898,0.723
2013/7/10,2.8389,3.1131,-0.1339,1.0712,0.0182
2013/7/11,4.6142,2.811,-0.0794,2.5493,1.3554
2013/7/12,-2.2055,-0.8898,-0.109,-0.7473,0.3087
2013/7/15,1.403,1.9943,-0.0195,0.1223,0.1375
2013/7/16,0.4573,1.2272,-0.0435,0.0426,-0.3709
2013/7/17,-1.5105,-1.4489,-0.0975,0.2791,0.2774
2013/7/18,-1.643,-0.1111,-0.0722,-0.1247,0.5033
2013/7/19,-2.4429,-2.4961,-0.103,0.0806,0.161
2013/7/22,0.5346,1.9732,-0.086,0.2532,0.2033
2013/7/23,2.8906,2.4177,-0.1563,2.3296,-0.1852
2013/7/24,-0.7368,0.6013,-0.1741,0.2442,-0.3811
2013/7/25,-0.5099,-1.9079,0.1067,-0.3094,0.2556
2013/7/26,-0.6111,-0.1167,0.1051,0.3104,0.0828
2013/7/29,-2.16,-1.9337,-0.014,-0.5408,-0.3736
2013/7/30,0.6166,-0.4487,0.044,0.4751,0.0374
2013/7/31,0.1659,0.5723,0.04,-0.3202,-0.0136
2013/8/1,2.3868,2.6353,0.0966,0.9374,1.2541
2013/8/2,0.0846,0.3538,0.1316,0.4626,0.164
2013/8/5,1.3824,1.6677,-0.0129,0.1399,-0.148
2013/8/6,0.6721,1.0741,-0.0359,-1.3424,-0.5723
2013/8/7,-0.5676,-0.9585,-0.1024,-1.5274,-0.3806
2013/8/8,-0.1684,0.265,-0.1902,0.3105,0.3885
2013/8/9,0.4053,0.3576,-0.0565,0.7004,-0.357
2013/8/12,2.9214,1.5876,-0.0785,2.1264,-0.1153
2013/8/13,0.2667,0.5265,-0.2155,1.2117,0.2776
2013/8/14,-0.4234,-0.3916,-0.1853,,-0.5177
2013/8/15,-1.1708,-1.3518,-0.0955,-0.0083,-1.4282
2013/8/16,-0.7509,-2.1197,-0.0504,-0.0951,-0.3305
2013/8/19,1.1842,1.5384,-0.0652,-0.2403,-0.59
2013/8/20,-0.8134,-0.2602,-0.2087,-2.1965,0.3821
2013/8/21,-0.1676,0.7741,0.0275,-0.6944,-0.578
2013/8/22,-0.2017,0.2472,0.0402,0.356,0.8619
2013/8/23,-0.738,-0.2337,0.1141,-0.1456,0.3947
2013/8/26,2.1289,2.0844,0.1419,0.6486,-0.404
2013/8/27,0.2254,0.7697,0.0446,-0.5933,-1.5874
2013/8/28,-0.5479,-0.755,-0.0746,-1.6006,0.2748
2013/8/29,-0.4186,-0.0766,-0.0465,0.8369,0.1963
2013/8/30,-0.1898,-0.998,0.0029,0.1225,-0.3174
2013/9/2,0.2781,0.7044,-0.0073,2.043,
2013/9/3,1.4721,1.4881,-0.0148,0.9887,0.4164
2013/9/4,-0.1615,0.2769,-0.0874,-0.3053,0.8117
2013/9/5,-0.3813,0.1952,-0.0322,1.2172,0.121
2013/9/6,0.6853,0.8043,-0.0022,0.1029,0.0054
2013/9/9,3.5129,1.0308,0.0128,0.5722,0.9993
2013/9/10,1.4048,1.0177,-0.0545,0.9934,0.7346
2013/9/11,0.323,-0.9472,-0.1139,-0.172,0.3052
2013/9/12,0.9894,0.2819,-0.035,0.0723,-0.338
2013/9/13,-0.7399,0.1236,0.0111,-0.1675,0.2715
2013/9/16,-0.4224,0.114,0.0539,1.4712,0.5693
2013/9/17,-2.0605,-1.7621,0.0988,-0.3092,0.4218
2013/9/18,0.2137,0.9463,0.0516,-0.2721,1.2178
2013/9/23,1.6353,2.0277,0.2132,1.0991,-1.3723
2013/9/24,-1.1489,0.0998,-0.0365,-0.8237,-0.2597
2013/9/25,-0.6078,-0.3663,-0.0029,0.132,-0.2739
2013/9/26,-1.8356,-2.0828,0.103,-0.3645,0.3485
2013/9/27,0.4415,0.3819,0.0033,0.3546,-0.4074
2013/9/30,0.5873,1.3115,0.0118,-1.496,-0.6029
2013/10/8,1.3605,1.6829,0.1267,1.3954,-1.5521
2013/10/9,0.4821,1.0917,-0.0145,-0.6251,0.0574
2013/10/10,-0.989,-0.5382,-0.0075,-0.3589,2.183
2013/10/11,1.6133,1.6993,0.0187,1.1634,0.6286
2013/10/14,0.1634,1.0282,-0.041,,0.4075
2013/10/15,-0.2032,0.1417,-0.0812,0.5091,-0.7064
2013/10/16,-1.8701,-2.7214,-0.0522,-0.4636,1.3828
2013/10/17,-0.3321,-0.1576,-0.0462,-0.5745,0.6744
2013/10/18,0.5272,0.3456,-0.0085,1.0618,0.6549
2013/10/21,1.8659,2.478,-0.0034,0.4201,0.0092
2013/10/22,-1.029,-1.0449,-0.0677,-0.5212,0.5738
2013/10/23,-1.1202,-2.5406,-0.0136,-1.3555,-0.4725
2013/10/24,-0.7434,-0.6642,-0.1707,-0.7136,0.3258
2013/10/25,-1.331,-1.9593,-0.2241,-0.602,0.4395
2013/10/28,-0.11,-0.3421,-0.0031,0.4769,0.133
2013/10/29,0.2578,-2.7527,-0.0754,0.1752,0.5584
2013/10/30,1.4931,1.6359,-0.086,2.0024,-0.4876
2013/10/31,-1.402,-1.3448,0.0849,-0.419,-0.3839
2013/11/1,0.4736,-0.3065,0.1223,0.1871,0.2903
2013/11/4,-0.1889,0.6953,-0.0029,-0.2588,0.3571
2013/11/5,0.1393,1.3201,-0.0789,-0.6497,-0.2806
2013/11/6,-1.2669,-1.0668,-0.1209,-0.0087,0.4266
2013/11/7,-0.553,-1.3932,-0.2127,-0.6768,-1.3183
2013/11/8,-1.3931,-1.4952,-0.2476,-0.5972,1.3428
2013/11/11,0.3442,0.438,-0.3017,1.4309,0.0723
2013/11/12,1.0411,0.9517,-0.2138,-0.7301,-0.237
2013/11/13,-2.2173,-1.8686,-0.1362,-1.9107,0.8095
2013/11/14,0.7161,1.3309,-0.1652,0.825,0.4837
2013/11/15,2.0062,2.0936,-0.3795,1.691,0.4222
2013/11/18,3.3253,2.447,-0.0811,2.7262,-0.3698
2013/11/19,-0.6892,0.3261,-0.1471,-0.0095,-0.2043
2013/11/20,0.526,0.9952,-0.1649,0.182,-0.3636
2013/11/21,-0.6129,-0.3397,-0.0188,-0.5087,0.8129
2013/11/22,-0.499,-0.5861,0.2141,0.4919,0.4961
2013/11/25,-0.3892,-0.0821,0.0294,-0.0499,-0.1263
2013/11/26,-0.0508,0.1582,0.0477,-0.0134,0.015
2013/11/27,1.1337,1.1462,0.1187,0.5281,0.2485
2013/11/28,1.0374,0.8461,0.1669,-0.0725,
2013/11/29,-0.024,0.6046,0.1817,0.3876,-0.0786
2013/12/2,-0.8264,-4.4476,-0.0556,0.6585,-0.2719
2013/12/3,0.9921,2.3626,0.0555,-0.5328,-0.3193
2013/12/4,1.3243,1.8923,0.083,-0.7602,-0.1304
2013/12/5,-0.2803,-0.1087,-0.1017,-0.068,-0.434
2013/12/6,-0.6446,-0.253,-0.0862,0.1288,1.1238
2013/12/9,-0.0577,0.738,-0.0223,0.2867,0.1817
2013/12/10,0.1,0.0705,-0.1383,-0.2813,-0.318
2013/12/11,-1.6532,-1.1063,-0.1069,-1.7097,-1.1317
2013/12/12,-0.1139,0.2606,0.1463,-0.5147,-0.3771
2013/12/13,-0.1401,0.2163,0.1331,0.1199,-0.0101
2013/12/16,-1.6087,-1.7251,0.0048,-0.5648,0.632
2013/12/17,-0.4876,-0.614,-0.0964,-0.1965,-0.3101
2013/12/18,0.0361,0.0005,-0.0318,0.3233,1.6648
2013/12/19,-1.0528,-1.0178,-0.1153,-1.1021,-0.058
2013/12/20,-2.3269,-1.2654,-0.07,-0.3345,0.4819
2013/12/23,0.2838,-0.1138,0.0282,0.4795,0.5318
2013/12/24,0.1596,0.6937,0.0282,1.1255,0.2916
2013/12/25,0.7369,1.0547,0.0036,,
2013/12/26,-1.7256,-1.7152,0.0216,,0.4745
2013/12/27,1.6838,1.5399,0.0125,0.2748,-0.0337
2013/12/30,-0.1745,0.3218,0.0193,0.007,-0.0179
2013/12/31,1.3294,0.4221,0.0133,0.2647,0.396
2014/1/2,-0.3454,0.4905,-0.0281,0.1444,-0.8862
2014/1/3,-1.3436,-0.8203,-0.1365,-2.2398,-0.0333
2014/1/6,-2.2762,-2.7623,-0.0147,-0.5835,-0.2512
2014/1/7,-0.0284,0.6134,0.0548,0.1262,0.6082
2014/1/8,0.1747,0.1217,0.0852,1.2496,-0.0212
2014/1/9,-0.8783,-1.1284,0.0751,-0.91,0.0348
2014/1/10,-0.7817,-1.8233,0.0092,0.2586,0.2307
2014/1/13,-0.5067,-0.4579,0.0247,0.1861,-1.2576
2014/1/14,0.8737,1.9799,0.0366,-0.4259,1.0818
2014/1/15,-0.1765,0.6681,0.0302,0.4858,0.5166
2014/1/16,0.1314,0.1664,0.0346,0.3686,-0.1347
2014/1/17,-1.5081,-1.1415,0.0208,0.6392,-0.3895
2014/1/20,-0.5736,-0.7568,0.1342,-0.8836,
2014/1/21,0.9888,1.5363,0.0941,0.4543,0.2774
2014/1/22,2.5778,2.6738,0.0813,0.2133,0.0575
2014/1/23,-0.5307,0.6961,0.0547,-1.5092,-0.889
2014/1/24,0.6178,1.4948,0.0326,-1.2485,-2.0875
2014/1/27,-1.3252,-0.0186,0.134,-2.1112,-0.4876
2014/1/28,0.1776,-0.2096,0.1422,-0.0703,0.6141
2014/1/29,0.3571,0.8942,0.008,0.8241,-1.0209
2014/1/30,-1.1371,-0.5893,0.0118,-0.4796,1.1267
2014/2/7,0.4555,1.8596,0.2443,-1.8088,0.1577
2014/2/10,2.4882,2.9552,0.0555,-0.2662,0.1569
2014/2/11,0.795,0.1411,0.038,1.7782,1.1062
2014/2/12,0.2487,1.1037,0.0171,1.4698,-0.0269
2014/2/13,-0.5103,-1.4784,0.0342,-0.5396,0.581
2014/2/14,0.7028,1.7158,0.0647,0.5995,0.4809
2014/2/17,0.7001,1.9009,0.0758,1.0652,
2014/2/18,-1.2634,-0.1198,0.0023,0.2298,0.1158
2014/2/19,1.1485,0.007,0.0075,0.34,-0.6524
2014/2/20,-0.9191,-1.4003,0.1374,-1.1932,0.6031
2014/2/21,-1.0117,-0.6545,0.189,0.7777,-0.1919
2014/2/24,-2.1987,-0.3912,0.0943,-0.7962,0.6187
2014/2/25,-2.5559,-3.5158,0.2464,-0.3187,-0.1348
2014/2/26,0.2547,0.6574,0.1518,0.5388,0.0022
2014/2/27,-0.4297,-1.323,0.105,1.7415,0.4948
2014/2/28,1.1542,1.0471,0.1927,0.0385,0.2783
2014/3/3,0.5231,2.0843,0.0345,-1.4726,-0.7379
2014/3/4,-0.2784,0.0189,-0.0805,0.6976,1.5268
2014/3/5,-0.9292,-0.5366,-0.0413,-0.3436,-0.0053
2014/3/6,0.4463,-0.1245,-0.0598,0.5456,0.1718
2014/3/7,-0.2427,-0.5036,0.006,-0.1871,0.0538
2014/3/10,-3.2546,-3.7933,0.062,-1.7456,-0.0463
2014/3/11,0.5184,0.104,0.0269,0.021,-0.5082
2014/3/12,0.2595,0.0363,0.0264,-1.6509,0.0305
2014/3/13,1.2392,1.0731,0.0375,-0.666,-1.1701
2014/3/14,-0.8175,-0.4651,0.0607,-0.9955,-0.2822
2014/3/17,0.9517,2.0102,0.0449,-0.3043,0.9614
2014/3/18,-0.2289,0.5558,0.0147,0.5102,0.722
2014/3/19,-0.8074,-0.2138,-0.039,-0.0686,-0.6132
2014/3/20,-1.5985,-2.615,-0.1449,-1.7921,0.6041
2014/3/21,3.4419,1.9557,0.0167,1.2017,-0.2933
2014/3/24,0.8225,0.8468,0.0616,1.9114,-0.4865
2014/3/25,-0.0971,0.1325,-0.0076,-0.5224,0.4404
2014/3/26,-0.156,0.2595,0.0083,0.7152,-0.7
2014/3/27,-0.7066,-1.4359,0.0181,-0.2435,-0.19
2014/3/28,-0.1736,-1.9967,0.0044,1.0583,0.464
2014/3/31,-0.263,-0.6405,0.0404,0.3876,0.7924
2014/4/1,0.7832,1.535,0.0038,1.343,0.7039
2014/4/2,0.8142,0.0655,-0.0115,0.3359,0.2853
2014/4/3,-0.7208,-0.1477,-0.026,0.1827,-0.1126
2014/4/4,0.9452,1.1023,-0.0131,-0.2437,-1.2537
2014/4/8,2.3722,1.0763,0.0569,0.386,-0.704
2014/4/9,0.0583,0.9273,0.0183,1.0895,1.0918
2014/4/10,1.5698,0.505,-0.0081,1.505,-2.0885
2014/4/11,-0.1361,-0.4369,0.0318,-0.7906,-0.9487
2014/4/14,-0.0904,0.7494,0.0994,0.1528,0.8217
2014/4/15,-1.7257,-0.7263,0.055,-1.5953,0.6757
2014/4/16,0.1374,-0.0503,0.0395,0.1092,1.0488
2014/4/17,-0.3459,-0.123,0.2462,0.283,0.1364
2014/4/18,-0.0146,0.3567,0.0906,,
2014/4/21,-1.6737,-1.5865,0.0618,,0.3775
2014/4/22,0.4365,-0.4582,0.0188,-0.1299,0.4092
2014/4/23,-0.0968,-0.456,0.0198,-0.9724,-0.2213
2014/4/24,-0.1911,-1.1289,0.0158,0.2362,0.1717
2014/4/25,-1.0339,-2.1656,0.0152,-1.5037,-0.8096
2014/4/28,-1.5157,-3.0544,0.1345,-0.4095,0.3236
2014/4/29,1.1008,1.4746,0.0193,1.452,0.4761
2014/4/30,0.0088,0.7287,0.0335,-1.4248,0.2992
2014/5/5,-0.1014,0.8528,0.1245,-0.7122,0.0377
2014/5/6,0.0398,0.5184,0.0602,,-0.8988
2014/5/7,-0.9276,-1.7814,0.0699,-1.0469,0.5616
2014/5/8,-0.0852,0.1079,0.0849,0.4178,-0.1374
2014/5/9,-0.0742,-1.012,0.2037,0.1185,0.1519
2014/5/12,2.1624,2.6032,0.0878,1.8233,0.9673
2014/5/13,-0.2386,-0.1539,0.0236,0.4077,0.0422
2014/5/14,-0.114,-0.0811,0.0057,1.0307,-0.4701
2014/5/15,-1.3022,-1.8788,-0.0091,0.6558,-0.9362
2014/5/16,0.0871,-0.1522,-0.0117,-0.079,0.3747
2014/5/19,-1.4357,-0.5713,0.0508,-0.037,0.3845
2014/5/20,0.0297,0.2792,0.0168,0.5734,-0.6498
2014/5/21,0.9516,0.8511,0.0231,0.0081,0.8116
2014/5/22,-0.2358,-0.0319,0.0315,0.5134,0.2362
2014/5/23,0.8234,1.0791,0.0513,0.0527,0.4248
2014/5/26,0.352,1.0808,0.1755,-0.0117,
2014/5/27,-0.4033,-0.2395,0.0331,-0.0822,0.5988
2014/5/28,1.0279,1.1331,0.0638,0.5916,-0.1114
2014/5/29,-0.654,-1.0286,0.0731,-0.3028,0.5367
2014/5/30,0.0603,0.1929,0.0553,0.3108,0.1844
2014/6/3,-0.3036,-0.1703,0.2156,0.9072,0.0348
2014/6/4,-1.0067,-0.8743,0.1348,-0.5982,0.1892
2014/6/5,1.0491,1.1285,0.0184,-0.1816,0.6525
2014/6/6,-0.7387,-0.3581,0.0258,-0.6866,0.4628
2014/6/9,-0.0204,-0.5475,0.0219,0.7253,0.0939
2014/6/10,1.2645,1.1215,0.0272,0.8577,-0.0246
2014/6/11,-0.0232,0.4696,0.0562,-0.2507,-0.3537
2014/6/12,-0.3404,-0.2058,0.0207,-0.3537,-0.7089
2014/6/13,1.0603,1.0764,-0.0031,0.622,0.3135
2014/6/16,0.7174,0.6019,0.0595,-0.0793,0.0837
2014/6/17,-1.012,-0.9103,0.026,-0.4166,0.2173
2014/6/18,-0.4349,-0.5476,-0.002,-0.0943,0.7719
2014/6/19,-1.543,-2.6543,0.0082,-0.0603,0.1277
2014/6/20,0.4618,0.8959,0.0198,0.1136,0.173
2014/6/23,-0.1226,0.7003,0.0677,-1.6782,-0.0132
2014/6/24,0.5019,0.6112,0.0202,0.3325,-0.6435
2014/6/25,-0.5338,-0.6557,0.016,-0.0609,0.4897
