,stock_large,stock_small,bond,stock_HongKong,stock_US
2007/8/7,0.4371,-0.7593,0.0089,-0.131,0.6159
2007/8/8,-1.195,-1.6714,-0.1158,2.8696,1.4072
2007/8/9,2.3393,1.0609,-0.0178,-0.4318,-2.965
2007/8/10,-1.0592,-2.0992,-0.0357,-2.8818,0.0379
2007/8/13,-0.1162,-0.438,-0.0089,0.4515,-0.0495
2007/8/14,1.5754,2.4584,0.0178,0.5309,-1.8157
2007/8/15,0.0664,-0.5277,0.33,-2.87,-1.3908
2007/8/16,-1.6006,0.5929,-0.0622,-3.2903,0.3249
2007/8/17,-2.0195,-1.083,-0.0356,-1.3799,2.4567
2007/8/20,5.5947,4.0923,0.0801,5.9278,-0.027
2007/8/21,1.7866,1.197,-0.0978,0.6192,0.1086
2007/8/22,1.5882,1.2924,-0.089,2.8419,1.1713
2007/8/23,1.6676,1.0412,0.0713,2.7748,-0.1072
2007/8/24,1.5898,0.1925,0.0534,-0.1963,1.1535
2007/8/27,0.49,-0.3881,0.0178,2.8612,-0.8504
2007/8/28,0.1645,0.1111,0.0534,-0.9075,-2.3473
2007/8/29,-1.5223,-0.5994,-0.0178,-1.4688,2.1922
2007/8/30,1.342,3.0261,0.0445,2.0153,-0.4181
2007/8/31,1.0605,1.1134,0.1333,2.1274,1.1217
2007/9/3,2.31,2.2704,-0.0621,-0.3338,
2007/9/4,-1.0857,-0.5651,-0.0355,-0.0754,1.0468
2007/9/5,0.0544,0.6064,-0.1244,0.7666,-1.1501
2007/9/6,0.9096,1.0934,0.0534,-0.078,0.4252
2007/9/7,-2.1663,-2.493,-0.0089,-0.2819,-1.6908
2007/9/10,1.5568,2.0187,-0.0089,0.0713,-0.1273
2007/9/11,-4.7074,-6.363,-0.0356,-0.1978,1.3632
2007/9/12,1.5371,1.1118,-0.2224,1.4942,0.0048
2007/9/13,2.8276,2.1358,0,0.9333,0.842
2007/9/14,0.8843,1.3141,-0.0089,1.4716,0.0202
2007/9/17,1.883,2.2465,-0.0713,-1.2,-0.512
2007/9/18,-0.4013,0.9637,0.0178,-0.0914,2.9208
2007/9/19,-1.0512,-1.3174,0.0178,3.9785,0.6086
2007/9/20,1.3959,0.9938,-0.0089,0.5732,-0.6723
2007/9/21,-0.488,-0.9891,-0.0535,0.555,0.4609
2007/9/24,0.8375,0.5148,-0.0357,2.7402,-0.5256
2007/9/25,-1.0751,-0.8244,0,-0.4582,-0.0343
2007/9/26,-1.7159,-1.6066,0.0089,,0.5411
2007/9/27,1.243,0.8149,0.0536,2.402,0.3907
2007/9/28,2.8218,2.2309,0.1428,0.2857,-0.3023
2007/10/8,1.2959,0.0973,0.2227,2.3131,1.6918
2007/10/9,0.4032,1.0474,-0.1156,1.6483,0.8096
2007/10/10,0.1732,-0.6377,-0.0089,1.209,-0.1712
2007/10/11,1.3071,-2.0278,0.0178,1.9731,-0.5158
2007/10/12,-0.3968,-2.2797,0.0445,-1.0114,0.4754
2007/10/15,1.4681,-0.0162,-0.0178,2.4357,-0.8381
2007/10/16,0.9578,1.083,0.0356,-1.9845,-0.6573
2007/10/17,-0.9032,-0.2837,-0.0623,1.1886,0.1761
2007/10/18,-3.5777,-2.3344,0,0.5677,-0.0753
2007/10/19,-0.03,-0.0106,-0.0267,,-2.5616
2007/10/22,-2.5184,-2.6103,-0.0445,-3.7041,0.3798
2007/10/23,1.2318,0.0092,-0.0534,3.5358,0.8803
2007/10/24,0.865,-1.964,-0.1604,-0.1475,-0.2441
2007/10/25,-4.5494,-7.5085,0.0535,1.776,-0.0976
2007/10/26,1.1439,-0.5304,0.0624,1.8447,1.3788
2007/10/29,2.1048,1.4151,0.0802,3.8864,0.3713
2007/10/30,1.5923,2.3209,-0.0089,0.1625,-0.6463
2007/10/31,1.6525,3.6883,0.0713,-0.9028,1.1992
2007/11/1,-1.4645,-2.6171,-0.0356,0.4475,-2.6423
2007/11/2,-2.3603,-2.2899,-0.0623,-3.2532,0.0802
2007/11/5,-2.0579,0.7447,0.0624,-5.0085,-0.4955
2007/11/6,-0.7976,0.7597,-0.0712,1.7131,1.2049
2007/11/7,0.6221,-0.2083,-0.0713,0.9199,-2.937
2007/11/8,-4.8024,-4.1088,-0.0446,-3.1933,-0.0576
2007/11/9,-1.0433,-1.2463,0.0268,0.0806,-1.4287
2007/11/12,-1.2354,-1.3166,0.0268,-3.8831,-0.9988
2007/11/13,-0.7836,0.3892,-0.0892,0.4974,2.9093
2007/11/14,4.1837,3.6331,-0.1785,4.9011,-0.7069
2007/11/15,-1.2588,-1.2498,0,-1.4222,-1.3212
2007/11/16,-1.4456,0.1549,-0.0268,-3.9539,0.523
2007/11/19,-0.2645,2.2776,0.1252,-0.5586,-1.746
2007/11/20,1.501,1.3539,-0.0357,1.1327,0.4486
2007/11/21,-1.4156,-1.4469,0.0804,-4.1519,-1.5927
2007/11/22,-4.5022,-4.5286,0.0268,-2.304,
2007/11/23,1.7505,1.9612,-0.1071,2.0618,1.6891
2007/11/26,-1.1548,-1.0039,-0.0089,4.09,-2.3239
2007/11/27,-1.8527,-1.0339,-0.0626,-1.5073,1.493
2007/11/28,-1.3245,-0.7523,-0.0358,0.5918,2.856
2007/11/29,4.1585,2.6294,0.0537,4.0601,0.0477
2007/11/30,-2.1615,-1.4894,-0.0179,0.5655,0.777
2007/12/3,0.7444,1.148,0.0179,0.0517,-0.5887
2007/12/4,1.1847,0.5696,-0.1073,0.7717,-0.654
2007/12/5,2.8314,1.8844,0.1074,1.6131,1.519
2007/12/6,0.1029,0.4218,-0.0358,0.7274,1.5037
2007/12/7,1.4141,1.6581,0.0537,-2.4238,-0.1778
2007/12/10,1.8291,2.7878,-0.0358,-1.1836,0.751
2007/12/11,0.1254,1.1398,0.0805,2.5464,-2.5271
2007/12/12,-1.2181,0.2149,0.0268,-2.4148,0.605
2007/12/13,-3.803,-3.1255,-0.0447,-2.7229,0.1224
2007/12/14,1.9113,2.2008,0.0089,-0.6517,-1.3746
2007/12/17,-2.4181,0.1447,-0.2859,-3.5085,-1.5021
2007/12/18,-0.5637,-0.8484,-0.0538,0.5124,0.628
2007/12/19,2.4095,2.1892,0.0538,1.1087,-0.1361
2007/12/20,1.8379,1.2215,-0.0358,-0.045,0.49
2007/12/21,1.2836,1.5177,0.0179,2.2572,1.667
2007/12/24,2.0636,1.7288,0,1.8166,0.8077
2007/12/25,0.1859,0.892,0.1792,,
2007/12/26,0.9242,2.0276,-0.0089,,0.0809
2007/12/27,1.9469,1.0302,0.0626,-1.0163,-1.4216
2007/12/28,-0.545,-0.3193,-0.0536,-1.6964,0.1436
2008/1/2,0.8772,3.564,-0.0626,0.6939,-2.1191
2008/1/3,0.6858,2.0846,0.0895,-2.4428,0
2008/1/4,1.1364,0.2348,0.0447,2.3521,-2.4552
2008/1/7,1.3302,1.9983,-0.0089,-1.2362,0.3223
2008/1/8,-0.5136,-2.7535,-0.0089,-0.245,-1.8352
2008/1/9,1.5503,2.9983,0.0179,1.855,1.3624
2008/1/10,1.0402,0.4825,0.0983,-1.3941,0.7948
2008/1/11,0.4759,-0.1027,0.0089,-1.3362,-1.3595
2008/1/14,0.5722,1.2704,-0.0268,-1.4846,1.0871
2008/1/15,-0.616,0.7711,0.0447,-2.3815,-2.4925
2008/1/16,-3.3483,-1.3518,0.0446,-5.3678,-0.5612
2008/1/17,-2.5445,-2.6225,-0.0178,2.7162,-2.9093
2008/1/18,0.9103,0.882,0.0714,0.346,-0.6045
2008/1/21,-4.9633,-4.1415,0.0178,-5.4877,
2008/1/22,-7.6154,-8.5419,0.0178,-8.6538,-1.1085
2008/1/23,4.654,5.3677,0.0981,10.7206,2.1442
2008/1/24,1.0473,3.4378,0.0356,-2.2868,1.0063
2008/1/25,0.9989,0.3103,0.0623,6.7254,-1.5872
2008/1/28,-6.8055,-6.9886,0.0178,-4.2542,1.7556
2008/1/29,0.6382,2.1123,0.0267,0.9902,0.6152
2008/1/30,-1.08,0.2229,0.1156,-2.6269,-0.4764
2008/1/31,-1.9159,-3.8754,0.1155,-0.8369,1.6772
2008/2/1,-1.0487,-4.4278,0.1775,2.8472,1.2237
2008/2/4,8.2717,8.1549,0.1329,3.766,-1.0463
2008/2/5,-0.5716,0.386,0.9643,-0.8924,-3.1995
2008/2/13,-2.1485,-0.5252,0.1577,-6.6072,2.2871
2008/2/14,1.3324,2.0105,-0.0175,3.6778,-1.3421
2008/2/15,-1.3717,-0.4957,0.0088,0.5276,0.0838
2008/2/18,2.0294,3.2159,0.0087,-1.6116,
2008/2/19,2.235,1.7889,-0.0787,1.5317,-0.0896
2008/2/20,-2.2315,-0.8556,-0.0088,-2.2078,0.8341
2008/2/21,-0.6659,1.2607,0.0263,0.1374,-1.2867
2008/2/22,-3.5641,-2.4139,0.0088,-1.346,0.7881
2008/2/25,-3.8802,-3.1724,0.0263,-0.154,1.3813
2008/2/26,-0.094,-0.0172,0.0175,1.915,0.6918
2008/2/27,2.7513,2.2289,0,3.2431,-0.0919
2008/2/28,-0.3817,0.2426,0.0962,0.4405,-0.8942
2008/2/29,1.1357,1.367,0.1486,-1.0573,-2.709
2008/3/3,2.4857,3.3635,0,-3.0688,0.0534
2008/3/4,-2.4964,-0.6722,-0.0175,-1.972,-0.3448
2008/3/5,-0.9082,0.4168,0,-0.0239,0.5238
2008/3/6,1.2164,0.1838,0.0175,0.9881,-2.2014
2008/3/7,-1.3521,-2.0656,-0.0087,-3.6046,-0.841
2008/3/10,-4.1131,-3.2753,0.0175,0.9054,-1.5463
2008/3/11,0.2165,1.3657,0.0087,1.2786,3.713
2008/3/12,-2.9617,-2.6895,-0.0087,1.8587,-0.8996
2008/3/13,-2.5684,-3.9408,-0.0262,-4.7865,0.5127
2008/3/14,-0.9786,-0.5623,0.0175,-0.2894,-2.0783
2008/3/17,-4.632,-7.7151,0.0262,-5.1828,-0.8959
2008/3/18,-5.0773,-7.3512,0.0087,1.4228,4.241
2008/3/19,3.3187,4.7705,0.0349,2.2555,-2.4287
2008/3/20,2.905,4.1005,0.0698,-3.4697,2.3944
2008/3/21,0.8995,1.3366,0.0436,,
2008/3/24,-4.4761,-2.0717,0.1394,,1.5321
2008/3/25,1.2622,1.2228,0.087,6.4255,0.2304
2008/3/26,0.2201,-0.3501,0.0522,0.6788,-0.8766
2008/3/27,-4.2267,-5.337,0.0521,0.2087,-1.146
2008/3/28,4.5143,2.9532,-0.0347,2.7432,-0.795
2008/3/31,-3.2573,-4.653,0.2867,-1.8756,0.5687
2008/4/1,-5.4788,-8.403,0.052,1.2616,3.5896
2008/4/2,-0.9735,-5.5004,0.026,3.1765,-0.1934
2008/4/3,2.8952,2.5208,-0.0519,1.6429,0.1302
2008/4/7,5.3448,6.5095,-0.1126,1.2946,0.2359
2008/4/8,1.1763,2.2612,0,-1.0866,-0.51
2008/4/9,-5.2154,-5.4619,0.0607,-1.3455,-0.8092
2008/4/10,1.8055,2.9267,-0.0606,0.8444,0.4474
2008/4/11,0.7727,1.5488,-0.026,1.9874,-2.0374
2008/4/14,-6.5386,-6.6059,0.1041,-3.4725,-0.3384
2008/4/15,1.3283,3.2171,-0.0173,0.3785,0.46
2008/4/16,-2.4916,-2.4063,-0.0347,-0.0961,2.2691
2008/4/17,-3.0734,-3.3509,0,1.594,0.0623
2008/4/18,-3.37,-4.9443,-0.0087,-0.2522,1.8139
2008/4/21,-0.1511,-0.712,0.0173,2.165,-0.1554
2008/4/22,0.879,-1.4519,0.0607,0.8797,-0.881
2008/4/23,4.7766,4.3899,0.026,1.4038,0.29
2008/4/24,9.2879,9.1882,-0.0173,1.5482,0.6442
2008/4/25,0.7568,0.8933,0.0087,-0.6386,0.6495
2008/4/28,-1.9436,-0.7126,0.0346,0.5859,-0.1052
2008/4/29,1.2815,0.8039,0,0.9657,-0.3889
2008/4/30,4.8234,3.8205,0.0173,-0.6128,-0.3846
2008/5/5,2.4415,3.5095,0.0519,1.6641,1.5806
2008/5/6,-1.1068,-0.3755,0.0087,0.2986,0.7652
2008/5/7,-4.7264,-4.342,-0.0605,-2.4824,-1.8114
2008/5/8,2.7143,3.5055,-0.0433,-0.6264,0.3669
2008/5/9,-1.1749,0.0262,0.0173,-1.5191,-0.6725
2008/5/12,0.6702,2.0798,0.0346,,1.1021
2008/5/13,-1.3632,0.2392,0.026,1.9535,-0.0385
2008/5/14,3.2218,2.1969,0.0173,-0.0755,0.4006
2008/5/15,-0.6966,-0.8932,0,-0.0774,1.0585
2008/5/16,-0.3031,-1.4364,-0.0087,0.4121,0.125
2008/5/19,-0.5602,-0.0457,0.0606,0.4816,0.0898
2008/5/20,-5.1929,-6.2927,-0.0346,-2.225,-0.9274
2008/5/21,1.9465,2.4866,0.0346,1.1555,-1.6053
2008/5/22,-1.8928,-0.9522,0,-1.6385,0.2617
2008/5/23,-0.978,-1.0825,0.0259,-1.3139,-1.321
2008/5/26,-3.1544,-2.6346,-0.0086,-2.3742,
2008/5/27,0.4771,0.3966,0.0086,0.6413,0.6846
2008/5/28,2.7972,2.7706,0,-0.134,0.3963
2008/5/29,-2.594,-2.5484,-0.0346,0.5546,0.5335
2008/5/30,0.8507,0.1711,0,0.6116,0.1516
2008/6/2,0.4014,0.866,0.0346,1.2157,-1.0504
2008/6/3,-0.3231,-0.4502,0.0173,-1.8348,-0.5788
2008/6/4,-1.8592,-1.7772,0.0519,-1.0359,-0.0327
2008/6/5,-0.9805,-1.2578,0.0173,0.5474,1.9496
2008/6/6,-0.6445,-0.7536,0.0086,0.6056,-3.0889
2008/6/10,-8.1083,-8.7365,-0.0173,-4.2072,-0.1646
2008/6/11,-2.0665,-2.5921,-0.0691,-0.205,-1.6894
2008/6/12,-1.7726,-0.9104,-0.0691,-1.3021,0.328
2008/6/13,-3.4207,-4.7674,0.0173,-1.8744,1.5046
2008/6/16,-0.9021,-2.2097,0.0432,1.936,0.0081
2008/6/17,-3.7113,-6.2639,-0.0259,0.1229,-0.6771
2008/6/18,5.2274,5.752,0,1.1615,-0.9712
2008/6/19,-7.2945,-8.4369,0,-2.2644,0.3752
2008/6/20,2.762,2.2746,-0.0259,-0.2281,-1.8543
2008/6/23,-2.0959,-1.6753,-0.0086,-0.1347,0.0053
2008/6/24,2.2213,3.2673,0.0086,-1.14,-0.2815
2008/6/25,4.1243,5.7048,0.0086,0.7977,0.5843
2008/6/26,0.3829,1.2271,-0.0432,-0.793,-2.9365
2008/6/27,-5.5314,-7.0122,-0.0519,-1.8406,-0.3717
2008/6/30,-0.8594,0.7524,-0.0779,0.2707,0.1267
2008/7/1,-3.3481,-1.7291,-0.0087,,0.3836
2008/7/2,0.0463,1.6694,-0.026,-1.7988,-1.8204
2008/7/3,2.2602,4.6348,0.0347,-2.1271,0.1094
2008/7/4,-0.6796,-0.0148,-0.0087,0.8522,
2008/7/7,5.1393,5.228,0,2.2836,-0.8385
2008/7/8,0.6618,1.534,0.0173,-3.1591,1.708
2008/7/9,3.9039,2.6677,-0.052,2.7567,-2.2776
2008/7/10,-1.373,-2.2832,0.0173,0.0732,0.699
2008/7/11,-0.6803,-0.6267,0.052,1.6624,-1.109
2008/7/14,0.7576,2.0946,0.0433,-0.7667,-0.9028
2008/7/15,-4.1297,-2.8773,-0.0087,-3.8143,-1.0901
2008/7/16,-3.7639,-5.08,0.0346,0.2301,2.5064
2008/7/17,-1.0026,-1.0228,0,2.4087,1.2013
2008/7/18,3.5832,3.3385,-0.026,0.6417,0.0286
2008/7/21,3.3951,4.1021,0.0173,3.0114,-0.0539
2008/7/22,-0.2167,0.3346,-0.2077,-0.0241,1.3492
2008/7/23,-0.7375,-0.8676,-0.1127,2.6948,0.4064
2008/7/24,3.2616,2.4994,-0.0868,-0.2024,-2.3124
2008/7/25,-1.2817,-0.8925,-0.113,-1.503,0.4168
2008/7/28,0.7366,1.3769,0.0261,-0.2353,-1.8597
2008/7/29,-1.865,-2.0475,0.0087,-1.8919,2.3356
2008/7/30,-0.7312,-0.5471,-0.087,1.9436,1.6672
2008/7/31,-2.7449,-3.6884,0.0174,0.1785,-1.3144
2008/8/1,1.2683,1.5443,-0.0348,0.5785,-0.5578
2008/8/4,-2.381,-2.4037,0,-1.5207,-0.8966
2008/8/5,-2.5268,-3.0916,0.0261,-2.5102,2.8719
2008/8/6,0.6886,0.223,-0.0261,,0.3354
2008/8/7,-0.046,0.6735,0.0348,0.7036,-1.7934
2008/8/8,-4.7411,-7.2435,0.0696,-0.9907,2.3893
2008/8/11,-5.1959,-7.4991,0.0174,-0.1182,0.6943
2008/8/12,-0.5151,-1.4021,-0.0174,-0.9993,-1.2051
2008/8/13,0.0212,-0.0452,-0.0348,-1.6061,-0.2916
2008/8/14,-0.0475,0.4609,0.0609,0.4668,0.5522
2008/8/15,0.1679,-0.4018,0.0261,-1.0851,0.4076
2008/8/18,-5.4834,-7.4552,-0.0261,-1.0865,-1.5098
2008/8/19,1.5159,1.6478,0.0174,-2.1323,-0.9315
2008/8/20,7.8548,8.3247,0,2.1816,0.6197
2008/8/21,-3.5122,-3.5559,0.0261,-2.576,0.2495
2008/8/22,-1.5978,-1.9982,0.0695,,1.1333
2008/8/25,-0.1821,-0.3552,0.0347,3.4951,-1.9625
2008/8/26,-2.875,-5.4366,0.026,-0.228,0.3686
2008/8/27,-0.2676,-0.3174,0.0608,1.9379,0.7983
2008/8/28,0.4547,-0.0466,0.0434,-2.2941,1.484
2008/8/29,2.3878,3.1444,0.078,1.3809,-1.3724
2008/9/1,-3.4482,-2.9955,0.13,-1.6724,
2008/9/2,-1.0289,0.7027,0.0519,0.6512,-0.4093
2008/9/3,-1.726,-0.7318,0.3459,-2.1737,-0.2035
2008/9/4,0.2307,0.7781,0.0086,-0.9501,-2.9922
2008/9/5,-3.008,-4.699,0.2068,-2.2374,0.4431
2008/9/8,-2.6066,-5.0659,0.0688,4.3194,2.051
2008/9/9,0.5938,0.8663,0.0258,-1.4579,-3.4138
2008/9/10,0.1884,0.741,0.1031,-2.3978,0.6149
2008/9/11,-3.3152,-1.8603,0.0515,-3.0553,1.3806
2008/9/12,0.276,0.2169,0.3088,-0.1847,0.2122
2008/9/16,-3.7151,-2.2171,0.5815,-5.4374,-3.0447
2008/9/17,-3.5746,-1.8774,0.4847,-3.6251,-4.7133
2008/9/18,-1.7181,-2.8993,1.5823,-0.0268,4.3342
2008/9/19,9.342,9.8721,0,9.6145,4.0257
2008/9/22,6.4879,4.5987,0.025,1.5753,-3.8237
2008/9/23,-3.8112,-6.4411,-0.0333,-3.8679,-1.5633
2008/9/24,0.724,2.2697,0.1083,0.4723,-0.1978
2008/9/25,3.9591,2.3708,-0.0832,-0.1453,1.9656
2008/9/26,0.9051,-0.0965,0.0916,-1.3327,0.3167
2008/10/6,-5.1238,-3.837,0.3412,-10.0542,-12.8705
2008/10/7,-1.2331,-0.3822,0.1161,,-5.7395
2008/10/8,-3.7845,-2.472,0.439,-8.165,-1.1333
2008/10/9,-1.3636,-1.2926,0.6432,3.3147,-7.6167
2008/10/10,-4.4273,-6.722,1.2045,-7.1903,-1.1759
2008/10/13,4.1179,1.9344,0.7611,10.2406,11.58
2008/10/14,-2.5619,-3.0234,0.0402,3.1922,-0.5322
2008/10/15,-1.0474,-0.5246,0.0643,-4.958,-9.035
2008/10/16,-4.8817,-5.6579,0.0642,-4.7991,4.2507
2008/10/17,0.6787,1.281,-0.008,-4.4405,-0.6213
2008/10/20,3.4622,3.4849,0.008,5.2823,4.7685
2008/10/21,-0.8081,-0.2183,0.0882,-1.8393,-3.08
2008/10/22,-2.5557,-1.8974,0.0561,-5.1497,-6.1013
2008/10/23,0.0795,1.015,-0.3525,-3.5475,1.2634
2008/10/24,-2.8985,-1.4383,-0.0643,-8.2999,-3.4511
2008/10/27,-7.1243,-7.8351,-0.0563,-12.7,-3.1764
2008/10/28,3.0912,2.3242,0.0724,14.3471,10.789
2008/10/29,-2.7903,-3.966,0.1287,0.8398,-1.1079
2008/10/30,2.378,0.8431,0.4016,12.8151,2.5804
2008/10/31,-2.0025,-1.7736,0.096,-2.5205,1.5365
2008/11/3,-0.6082,-1.423,0.1199,2.6896,-0.2529
2008/11/4,-1.5593,-1.708,0.0319,0.2786,4.0826
2008/11/5,3.911,3.2953,0.0718,3.1689,-5.2677
2008/11/6,-2.4621,-1.7124,0.1595,-7.0762,-5.0264
2008/11/7,1.7003,1.6024,0.2946,3.2878,2.8855
2008/11/10,7.3809,7.3696,0.1905,3.5188,-1.2653
2008/11/11,-1.127,-0.8011,0.1109,-4.7728,-2.2041
2008/11/12,1.1487,2.4884,0.3482,-0.7251,-5.1894
2008/11/13,4.0103,4.7101,0.1341,-5.1491,6.9213
2008/11/14,3.7123,4.6505,0.2127,2.4302,-4.1699
2008/11/17,2.2417,4.9043,-0.0157,-0.097,-2.581
2008/11/18,-7.4177,-7.2885,-0.0472,-4.5356,0.9838
2008/11/19,6.1606,7.0497,-0.0079,-0.7749,-6.1156
2008/11/20,-1.0616,0.2239,-0.3933,-4.036,-6.7123
2008/11/21,-0.6051,-1.4184,0,2.9324,6.3248
2008/11/24,-4.3261,-4.0965,0.0079,-1.5898,6.4723
2008/11/25,-0.1822,-0.798,-0.0237,3.3766,0.6551
2008/11/26,0.5016,0.3902,-0.5212,3.8114,3.5328
2008/11/27,1.4634,1.4576,0.6351,1.3659,
2008/11/28,-2.1678,-1.078,0.0079,2.4807,0.9643
2008/12/1,1.8734,4.2372,0.071,1.5884,-8.9295
2008/12/2,0.2374,1.9717,-0.0315,-4.9826,3.9941
2008/12/3,4.4972,4.2203,0.1971,1.3637,2.5836
2008/12/4,1.5497,-0.108,-0.0866,-0.5805,-2.9308
2008/12/5,1.5254,2.9902,0.449,2.4894,3.6499
2008/12/8,4.0663,4.3778,0.1176,8.6579,3.8387
2008/12/9,-2.5865,-2.5543,0.0157,-1.9385,-2.3118
2008/12/10,2.7217,2.8653,-0.2506,5.5887,1.1894
2008/12/11,-2.3877,-3.1224,-0.0942,0.2321,-2.8524
2008/12/12,-4.2005,-4.475,0.4558,-5.4792,0.7028
2008/12/15,0.7475,2.0195,0.2268,1.9552,-1.2686
2008/12/16,0.9831,1.7952,-0.078,0.5533,5.136
2008/12/17,0.3495,1.2352,0.5546,2.1831,-0.9593
2008/12/18,2.1826,1.8278,0,0.2412,-2.1163
2008/12/19,0.3429,0.9027,0.233,-2.3894,0.2937
2008/12/22,-1.6844,-0.0692,0.062,-3.3391,-1.8302
2008/12/23,-4.8868,-6.3342,0.0929,-2.7465,-0.9717
2008/12/24,-1.6613,-2.1626,-0.0464,-0.2577,0.5781
2008/12/25,-0.8643,-0.3291,-0.418,,
2008/12/26,-0.4634,-0.9848,0.5519,,0.5356
2008/12/29,-0.3941,0.0503,0.4097,1.0176,-0.3873
2008/12/30,-1.1496,-0.6696,-0.4543,-0.6489,2.4407
2008/12/31,-0.857,-1.6248,0.2398,1.0676,1.4158
2009/1/5,3.5889,4.1667,-0.1389,8.1726,2.6792
2009/1/6,3.1778,3.5466,0.0386,-0.3457,0.7817
2009/1/7,-0.598,0.6229,0,-3.366,-3.001
2009/1/8,-2.2363,-2.5,0.1854,-3.8135,0.3397
2009/1/9,1.6088,2.7026,0.1388,-0.2669,-2.1303
2009/1/12,0.121,1.4269,0.0231,-2.8269,-2.2564
2009/1/13,-2.317,-2.6274,-0.0924,-2.1684,0.1758
2009/1/14,4.2138,3.7658,-0.0154,0.2675,-3.346
2009/1/15,-0.0189,0.9721,-0.2389,-3.3686,0.1329
2009/1/16,1.8078,0.6682,-0.4403,0.0948,0.7562
2009/1/19,1.118,-0.1288,0.0233,0.6373,
2009/1/20,0.6323,1.0047,-0.3878,-2.8502,-5.2816
2009/1/21,-0.1718,0.1258,-0.4828,-2.9024,4.3491
2009/1/22,1.1298,1.747,0.0782,0.5909,-1.5162
2009/1/23,-0.5805,-0.8104,0.172,-0.6272,0.5378
2009/2/2,1.1994,3.069,0.0546,2.249,-0.7825
2009/2/3,2.5204,2.7261,-0.1794,-0.6578,1.5834
2009/2/4,2.7267,2.2886,-0.3048,2.2462,-0.7489
2009/2/5,-0.7128,-1.6141,-0.5408,0.8804,1.6366
2009/2/6,4.0126,4.5697,0.0867,3.6129,2.6896
2009/2/9,2.6547,3.4281,0.0945,0.835,0.1485
2009/2/10,1.3099,2.8685,0.1495,0.8104,-4.9121
2009/2/11,0.1884,0.1823,-0.0707,-2.4598,0.7955
2009/2/12,-0.5489,1.8763,0.2358,-2.2964,0.1739
2009/2/13,3.4819,3.5853,-0.0078,2.4672,-0.9998
2009/2/16,2.6335,1.7623,0.102,-0.7288,
2009/2/17,-3.1253,-4.0591,-0.0705,-3.7937,-4.5559
2009/2/18,-4.5885,-3.8586,0.0549,0.5454,-0.095
2009/2/19,0.9917,2.073,0.094,0.0565,-1.2024
2009/2/20,1.9974,3.329,0.047,-2.4893,-1.1413
2009/2/23,2.8222,3.4151,0.0469,3.7477,-3.4699
2009/2/24,-4.5067,-4.0933,0.0469,-2.8583,4.0103
2009/2/25,0.1044,0.6121,0.0625,1.6139,-1.0658
2009/2/26,-4.9502,-7.2109,-0.0469,-0.8469,-1.578
2009/2/27,-2.269,-6.002,-0.1876,-0.6465,-2.3564
2009/3/2,1.1295,2.5594,0.3054,-3.8568,-4.662
2009/3/3,-1.04,0.8479,-0.0546,-2.3023,-0.6407
2009/3/4,6.6753,6.0636,-0.1172,2.4703,2.3753
2009/3/5,0.8652,0.7607,-0.172,-0.9724,-4.2532
2009/3/6,-0.7958,-0.6777,-0.047,-2.3726,0.1216
2009/3/9,-3.6758,-4.4266,0.0235,-4.8395,-1.0024
2009/3/10,1.7369,2.5791,0.0235,3.0805,6.3663
2009/3/11,-0.9105,-0.5399,0.1018,2.0233,0.2446
2009/3/12,-0.2108,0.3811,0.047,0.594,4.0729
2009/3/13,-0.4639,-1.0628,0.0626,4.3684,0.7739
2009/3/16,1.641,1.3009,0.1094,3.5999,-0.3516
2009/3/17,3.6041,3.7086,0.1171,-0.76,3.214
2009/3/18,0.4413,1.2948,-0.039,1.8565,2.0858
2009/3/19,2.1397,2.2895,0.0936,0.1048,-1.2979
2009/3/20,-0.1144,-0.4665,-0.1169,-2.265,-1.9769
2009/3/23,2.5026,2.1469,0.078,4.7836,7.0758
2009/3/24,0.5078,0.7544,-0.0624,3.4424,-2.0415
2009/3/25,-2.0579,-2.7804,0.0858,-2.0721,0.9626
2009/3/26,3.2674,2.432,-0.1481,3.5741,2.332
2009/3/27,0.7719,0.8575,-0.2499,0.0746,-2.0316
2009/3/30,-0.578,0.1853,0.1566,-4.6968,-3.4819
2009/3/31,0.9379,1.0722,-0.0078,0.8895,1.313
2009/4/1,1.6123,1.6715,-0.0313,-0.416,1.6557
2009/4/2,1.1058,0.0977,0.086,7.4147,2.8727
2009/4/3,-0.2289,-1.0615,-0.1797,0.1633,0.9732
2009/4/7,0.2508,1.1678,-0.047,2.635,-3.1988
2009/4/8,-3.7875,-3.4142,-0.1723,-3.0418,1.1783
2009/4/9,1.5456,1.6691,-0.0392,2.9468,3.8053
2009/4/10,3.0926,3.2367,0,,
2009/4/13,2.3497,1.3623,0.1962,,0.2533
2009/4/14,0.7662,1.6082,-0.2506,4.5549,-2.0065
2009/4/15,0.378,1.4323,0.0157,0.5742,1.2549
2009/4/16,0.0043,0.4911,0.0235,-0.5529,1.5539
2009/4/17,-1.3552,-1.2611,0.0235,0.1173,0.4969
2009/4/20,2.1495,2.7718,0.0549,0.9592,-4.279
2009/4/21,-1.1901,-0.0252,0.1647,-2.9523,2.1252
2009/4/22,-3.7063,-5.0681,0.0157,-2.6655,-0.7682
2009/4/23,0.6709,0.5611,-0.0548,2.2584,0.9922
2009/4/24,-0.7972,-0.75,0.1018,0.2918,1.6797
