,wind_code
17703,XT1518935.XT
17704,XT1518937.XT
17705,XT1518938.XT
17706,XT1518939.XT
17707,XT1518940.XT
17708,XT1518941.XT
17709,XT1518942.XT
17710,XT1518943.XT
17711,XT1518947.XT
17712,XT1518948.XT
17713,XT1518949.XT
17714,XT1518952.XT
17715,XT1518953.XT
17716,XT1518954.XT
17717,XT1518956.XT
17718,XT1518957.XT
17719,XT1518961.XT
17720,XT1518962.XT
17721,XT1518963.XT
17722,XT1518964.XT
17723,XT1518966.XT
17724,XT1518967.XT
17725,XT1518968.XT
17726,XT1518969.XT
17727,XT1518970.XT
17728,XT1518972.XT
17729,XT1518976.XT
17730,XT1518977.XT
17731,XT1518978.XT
17732,XT1518979.XT
17733,XT1518980.XT
17734,XT1518981.XT
17735,XT1518983.XT
17736,XT1518985.XT
17737,XT1518986.XT
17738,XT1518987.XT
17739,XT1518988.XT
17740,XT1518989.XT
17741,XT1518990.XT
17742,XT1518993.XT
17743,XT1518995.XT
17744,XT1518996.XT
17745,XT1518998.XT
17746,XT1519002.XT
17747,XT1519021.XT
17748,XT1519040.XT
17749,XT1519047.XT
17750,XT1519048.XT
17751,XT1519049.XT
17752,XT1519054.XT
17753,XT1519060.XT
17754,XT1519063.XT
17755,XT1519064.XT
17756,XT1519065.XT
17757,XT1519066.XT
17758,XT1519067.XT
17759,XT1519068.XT
17760,XT1519069.XT
17761,XT1519070.XT
17762,XT1519071.XT
17763,XT1519072.XT
17764,XT1519073.XT
17765,XT1519074.XT
17766,XT1519075.XT
17767,XT1519077.XT
17768,XT1519078.XT
17769,XT1519079.XT
17770,XT1519081.XT
17771,XT1519082.XT
17772,XT1519085.XT
17773,XT1519086.XT
17774,XT1519087.XT
17775,XT1519088.XT
17776,XT1519089.XT
17777,XT1519090.XT
17778,XT1519093.XT
17779,XT1519094.XT
17780,XT1519095.XT
17781,XT1519096.XT
17782,XT1519102.XT
17783,XT1519103.XT
17784,XT1519104.XT
17785,XT1519108.XT
17786,XT1519109.XT
17787,XT1519110.XT
17788,XT1519111.XT
17789,XT1519119.XT
17790,XT1519120.XT
17791,XT1519121.XT
17792,XT1519122.XT
17793,XT1519123.XT
17794,XT1519124.XT
17795,XT1519125.XT
17796,XT1519126.XT
17797,XT1519128.XT
17798,XT1519130.XT
17799,XT1519131.XT
17800,XT1519132.XT
17801,XT1519133.XT
17802,XT1519134.XT
17803,XT1519136.XT
17804,XT1519137.XT
17805,XT1519139.XT
17806,XT1519140.XT
17807,XT1519141.XT
17808,XT1519142.XT
17809,XT1519143.XT
17810,XT1519145.XT
17811,XT1519148.XT
17812,XT1519150.XT
17813,XT1519152.XT
17814,XT1519153.XT
17815,XT1519154.XT
17816,XT1519155.XT
17817,XT1519156.XT
17818,XT1519158.XT
17819,XT1519159.XT
17820,XT1519160.XT
17821,XT1519161.XT
17822,XT1519162.XT
17823,XT1519163.XT
17824,XT1519164.XT
17825,XT1519165.XT
17826,XT1519166.XT
17827,XT1519168.XT
17828,XT1519169.XT
17829,XT1519171.XT
17830,XT1519187.XT
17831,XT1519188.XT
17832,XT1519189.XT
17833,XT1519195.XT
17834,XT1519196.XT
17835,XT1519197.XT
17836,XT1519198.XT
17837,XT1519200.XT
17838,XT1519203.XT
17839,XT1519204.XT
17840,XT1519205.XT
17841,XT1519206.XT
17842,XT1519207.XT
17843,XT1519208.XT
17844,XT1519209.XT
17845,XT1519210.XT
17846,XT1519212.XT
17847,XT1519213.XT
17848,XT1519214.XT
17849,XT1519215.XT
17850,XT1519216.XT
17851,XT1519217.XT
17852,XT1519218.XT
17853,XT1519219.XT
17854,XT1519220.XT
17855,XT1519221.XT
17856,XT1519228.XT
17857,XT1519229.XT
17858,XT1519230.XT
17859,XT1519231.XT
17860,XT1519232.XT
17861,XT1519233.XT
17862,XT1519234.XT
17863,XT1519235.XT
17864,XT1519236.XT
17865,XT1519237.XT
17866,XT1519238.XT
17867,XT1519239.XT
17868,XT1519240.XT
17869,XT1519241.XT
17870,XT1519242.XT
17871,XT1519243.XT
17872,XT1519244.XT
17873,XT1519245.XT
17874,XT1519246.XT
17875,XT1519248.XT
17876,XT1519249.XT
17877,XT1519250.XT
17878,XT1519251.XT
17879,XT1519252.XT
17880,XT1519253.XT
17881,XT1519254.XT
17882,XT1519255.XT
17883,XT1519256.XT
17884,XT1519257.XT
17885,XT1519259.XT
17886,XT1519260.XT
17887,XT1519261.XT
17888,XT1519264.XT
17889,XT1519265.XT
17890,XT1519266.XT
17891,XT1519267.XT
17892,XT1519268.XT
17893,XT1519269.XT
17894,XT1519270.XT
17895,XT1519271.XT
17896,XT1519272.XT
17897,XT1519273.XT
17898,XT1519274.XT
17899,XT1519276.XT
17900,XT1519278.XT
17901,XT1519279.XT
17902,XT1519280.XT
17903,XT1519281.XT
17904,XT1519282.XT
17905,XT1519284.XT
17906,XT1519285.XT
17907,XT1519286.XT
17908,XT1519287.XT
17909,XT1519288.XT
17910,XT1519289.XT
17911,XT1519290.XT
17912,XT1519291.XT
17913,XT1519292.XT
17914,XT1519293.XT
17915,XT1519294.XT
17916,XT1519295.XT
17917,XT1519297.XT
17918,XT1519298.XT
17919,XT1519299.XT
17920,XT1519302.XT
17921,XT1519303.XT
17922,XT1519304.XT
17923,XT1519305.XT
17924,XT1519306.XT
17925,XT1519308.XT
17926,XT1519309.XT
17927,XT1519310.XT
17928,XT1519311.XT
17929,XT1519312.XT
17930,XT1519313.XT
17931,XT1519314.XT
17932,XT1519315.XT
17933,XT1519316.XT
17934,XT1519317.XT
17935,XT1519318.XT
17936,XT1519319.XT
17937,XT1519320.XT
17938,XT1519321.XT
17939,XT1519322.XT
17940,XT1519323.XT
17941,XT1519324.XT
17942,XT1519325.XT
17943,XT1519327.XT
17944,XT1519329.XT
17945,XT1519340.XT
17946,XT1519342.XT
17947,XT1519344.XT
17948,XT1519347.XT
17949,XT1519349.XT
17950,XT1519351.XT
17951,XT1519396.XT
17952,XT1519397.XT
17953,XT1519408.XT
17954,XT1519414.XT
17955,XT1519415.XT
17956,XT1519421.XT
17957,XT1519428.XT
17958,XT1519431.XT
17959,XT1519438.XT
17960,XT1519440.XT
17961,XT1519443.XT
17962,XT1519449.XT
17963,XT1519452.XT
17964,XT1519454.XT
17965,XT1519468.XT
17966,XT1519469.XT
17967,XT1519470.XT
17968,XT1519473.XT
17969,XT1519532.XT
17970,XT1519533.XT
17971,XT1519534.XT
17972,XT1519537.XT
17973,XT1519541.XT
17974,XT1519548.XT
17975,XT1519549.XT
17976,XT1519550.XT
17977,XT1519551.XT
17978,XT1519552.XT
17979,XT1519553.XT
17980,XT1519556.XT
17981,XT1519557.XT
17982,XT1519561.XT
17983,XT1519562.XT
17984,XT1519563.XT
17985,XT1519564.XT
17986,XT1519566.XT
17987,XT1519567.XT
17988,XT1519569.XT
17989,XT1519570.XT
17990,XT1519571.XT
17991,XT1519572.XT
17992,XT1519573.XT
17993,XT1519574.XT
17994,XT1519576.XT
17995,XT1519577.XT
17996,XT1519578.XT
17997,XT1519579.XT
17998,XT1519580.XT
17999,XT1519583.XT
18000,XT1519585.XT
18001,XT1519590.XT
18002,XT1519604.XT
18003,XT1519609.XT
18004,XT1519610.XT
18005,XT1519611.XT
18006,XT1519612.XT
18007,XT1519613.XT
18008,XT1519614.XT
18009,XT1519615.XT
18010,XT1519616.XT
18011,XT1519617.XT
18012,XT1519618.XT
18013,XT1519619.XT
18014,XT1519620.XT
18015,XT1519621.XT
18016,XT1519622.XT
18017,XT1519623.XT
18018,XT1519624.XT
18019,XT1519625.XT
18020,XT1519626.XT
18021,XT1519627.XT
18022,XT1519628.XT
18023,XT1519629.XT
18024,XT1519630.XT
18025,XT1519631.XT
18026,XT1519632.XT
18027,XT1519633.XT
18028,XT1519634.XT
18029,XT1519635.XT
18030,XT1519636.XT
18031,XT1519637.XT
18032,XT1519638.XT
18033,XT1519642.XT
18034,XT1519644.XT
18035,XT1519645.XT
18036,XT1519646.XT
18037,XT1519647.XT
18038,XT1519649.XT
18039,XT1519650.XT
18040,XT1519651.XT
18041,XT1519652.XT
18042,XT1519653.XT
18043,XT1519654.XT
18044,XT1519655.XT
18045,XT1519656.XT
18046,XT1519657.XT
18047,XT1519659.XT
18048,XT1519661.XT
18049,XT1519662.XT
18050,XT1519672.XT
18051,XT1519697.XT
18052,XT1519698.XT
18053,XT1519699.XT
18054,XT1519700.XT
18055,XT1519701.XT
18056,XT1519703.XT
18057,XT1519704.XT
18058,XT1519705.XT
18059,XT1519706.XT
18060,XT1519707.XT
18061,XT1519708.XT
18062,XT1519709.XT
18063,XT1519710.XT
18064,XT1519712.XT
18065,XT1519721.XT
18066,XT1519723.XT
18067,XT1519724.XT
18068,XT1519725.XT
18069,XT1519726.XT
18070,XT1519727.XT
18071,XT1519728.XT
18072,XT1519729.XT
18073,XT1519730.XT
18074,XT1519732.XT
18075,XT1519733.XT
18076,XT1519734.XT
18077,XT1519735.XT
18078,XT1519736.XT
18079,XT1519739.XT
18080,XT1519740.XT
18081,XT1519742.XT
18082,XT1519743.XT
18083,XT1519744.XT
18084,XT1519745.XT
18085,XT1519746.XT
18086,XT1519747.XT
18087,XT1519756.XT
18088,XT1519757.XT
18089,XT1519758.XT
18090,XT1519759.XT
18091,XT1519760.XT
18092,XT1519761.XT
18093,XT1519765.XT
18094,XT1519767.XT
18095,XT1519780.XT
18096,XT1519781.XT
18097,XT1519782.XT
18098,XT1519793.XT
18099,XT1519821.XT
18100,XT1519839.XT
18101,XT1519840.XT
18102,XT1519841.XT
18103,XT1519842.XT
18104,XT1519845.XT
18105,XT1519846.XT
18106,XT1519847.XT
18107,XT1519849.XT
18108,XT1519850.XT
18109,XT1519851.XT
18110,XT1519852.XT
18111,XT1519853.XT
18112,XT1519854.XT
18113,XT1519856.XT
18114,XT1519857.XT
18115,XT1519858.XT
18116,XT1519859.XT
18117,XT1519860.XT
18118,XT1519861.XT
18119,XT1519862.XT
18120,XT1519863.XT
18121,XT1519864.XT
18122,XT1519870.XT
18123,XT1519872.XT
18124,XT1519873.XT
18125,XT1519874.XT
18126,XT1519875.XT
18127,XT1519876.XT
18128,XT1519877.XT
18129,XT1519878.XT
18130,XT1519879.XT
18131,XT1519880.XT
18132,XT1519881.XT
18133,XT1519882.XT
18134,XT1519883.XT
18135,XT1519884.XT
18136,XT1519885.XT
18137,XT1519887.XT
18138,XT1519892.XT
18139,XT1519893.XT
18140,XT1519894.XT
18141,XT1519895.XT
18142,XT1519896.XT
18143,XT1519897.XT
18144,XT1519898.XT
18145,XT1519899.XT
18146,XT1519900.XT
18147,XT1519901.XT
18148,XT1519903.XT
18149,XT1519904.XT
18150,XT1519905.XT
18151,XT1519907.XT
18152,XT1519908.XT
18153,XT1519909.XT
18154,XT1519910.XT
18155,XT1519911.XT
18156,XT1519914.XT
18157,XT1519915.XT
18158,XT1519917.XT
18159,XT1519918.XT
18160,XT1519919.XT
18161,XT1519921.XT
18162,XT1519922.XT
18163,XT1519924.XT
18164,XT1519925.XT
18165,XT1519926.XT
18166,XT1519927.XT
18167,XT1519928.XT
18168,XT1519929.XT
18169,XT1519930.XT
18170,XT1519931.XT
18171,XT1519932.XT
18172,XT1519933.XT
18173,XT1519934.XT
18174,XT1519935.XT
18175,XT1519937.XT
18176,XT1519938.XT
18177,XT1519939.XT
18178,XT1519940.XT
18179,XT1519946.XT
18180,XT1519947.XT
18181,XT1519948.XT
18182,XT1519949.XT
18183,XT1519952.XT
18184,XT1519959.XT
18185,XT1519977.XT
18186,XT1519982.XT
18187,XT1519987.XT
18188,XT1519988.XT
18189,XT1519989.XT
18190,XT1519990.XT
18191,XT1519991.XT
18192,XT1519992.XT
18193,XT1520012.XT
18194,XT1520013.XT
18195,XT1520014.XT
18196,XT1520015.XT
18197,XT1520016.XT
18198,XT1520017.XT
18199,XT1520018.XT
18200,XT1520019.XT
18201,XT1520020.XT
18202,XT1520021.XT
18203,XT1520022.XT
18204,XT1520029.XT
18205,XT1520030.XT
18206,XT1520031.XT
18207,XT1520032.XT
18208,XT1520033.XT
18209,XT1520034.XT
18210,XT1520035.XT
18211,XT1520036.XT
18212,XT1520039.XT
18213,XT1520040.XT
18214,XT1520042.XT
18215,XT1520044.XT
18216,XT1520046.XT
18217,XT1520047.XT
18218,XT1520048.XT
18219,XT1520049.XT
18220,XT1520050.XT
18221,XT1520051.XT
18222,XT1520052.XT
18223,XT1520053.XT
18224,XT1520056.XT
18225,XT1520057.XT
18226,XT1520058.XT
18227,XT1520059.XT
18228,XT1520060.XT
18229,XT1520061.XT
18230,XT1520062.XT
18231,XT1520063.XT
18232,XT1520075.XT
18233,XT1520076.XT
18234,XT1520093.XT
18235,XT1520105.XT
18236,XT1520114.XT
18237,XT1520115.XT
18238,XT1520116.XT
18239,XT1520122.XT
18240,XT1520135.XT
18241,XT1520137.XT
18242,XT1520138.XT
18243,XT1520142.XT
18244,XT1520143.XT
18245,XT1520144.XT
18246,XT1520145.XT
18247,XT1520148.XT
18248,XT1520154.XT
18249,XT1520169.XT
18250,XT1520172.XT
18251,XT1520175.XT
18252,XT1520176.XT
18253,XT1520177.XT
18254,XT1520178.XT
18255,XT1520179.XT
18256,XT1520180.XT
18257,XT1520181.XT
18258,XT1520182.XT
18259,XT1520183.XT
18260,XT1520184.XT
18261,XT1520185.XT
18262,XT1520186.XT
18263,XT1520187.XT
18264,XT1520188.XT
18265,XT1520190.XT
18266,XT1520192.XT
18267,XT1520193.XT
18268,XT1520194.XT
18269,XT1520195.XT
18270,XT1520196.XT
18271,XT1520197.XT
18272,XT1520198.XT
18273,XT1520199.XT
18274,XT1520200.XT
18275,XT1520201.XT
18276,XT1520202.XT
18277,XT1520203.XT
18278,XT1520207.XT
18279,XT1520209.XT
18280,XT1520210.XT
18281,XT1520211.XT
18282,XT1520212.XT
18283,XT1520213.XT
18284,XT1520214.XT
18285,XT1520215.XT
18286,XT1520216.XT
18287,XT1520217.XT
18288,XT1520219.XT
18289,XT1520224.XT
18290,XT1520225.XT
18291,XT1520229.XT
18292,XT1520230.XT
18293,XT1520231.XT
18294,XT1520233.XT
18295,XT1520236.XT
18296,XT1520237.XT
18297,XT1520238.XT
18298,XT1520239.XT
18299,XT1520240.XT
18300,XT1520241.XT
18301,XT1520242.XT
18302,XT1520243.XT
18303,XT1520244.XT
18304,XT1520245.XT
18305,XT1520246.XT
18306,XT1520247.XT
18307,XT1520248.XT
18308,XT1520250.XT
18309,XT1520251.XT
18310,XT1520253.XT
18311,XT1520258.XT
18312,XT1520260.XT
18313,XT1520263.XT
18314,XT1520264.XT
18315,XT1520265.XT
18316,XT1520266.XT
18317,XT1520267.XT
18318,XT1520268.XT
18319,XT1520269.XT
18320,XT1520270.XT
18321,XT1520271.XT
18322,XT1520272.XT
18323,XT1520273.XT
18324,XT1520274.XT
18325,XT1520275.XT
18326,XT1520276.XT
18327,XT1520277.XT
18328,XT1520278.XT
18329,XT1520282.XT
18330,XT1520283.XT
18331,XT1520284.XT
18332,XT1520285.XT
18333,XT1520286.XT
18334,XT1520287.XT
18335,XT1520288.XT
18336,XT1520289.XT
18337,XT1520290.XT
18338,XT1520291.XT
18339,XT1520304.XT
18340,XT1520307.XT
18341,XT1520312.XT
18342,XT1520314.XT
18343,XT1520315.XT
18344,XT1520316.XT
18345,XT1520317.XT
18346,XT1520320.XT
18347,XT1520324.XT
18348,XT1520326.XT
18349,XT1520327.XT
18350,XT1520329.XT
18351,XT1520330.XT
18352,XT1520332.XT
18353,XT1520333.XT
18354,XT1520337.XT
18355,XT1520338.XT
18356,XT1520339.XT
18357,XT1520340.XT
18358,XT1520341.XT
18359,XT1520342.XT
18360,XT1520343.XT
18361,XT1520344.XT
18362,XT1520345.XT
18363,XT1520346.XT
18364,XT1520347.XT
18365,XT1520348.XT
18366,XT1520349.XT
18367,XT1520351.XT
18368,XT1520352.XT
18369,XT1520353.XT
18370,XT1520354.XT
18371,XT1520355.XT
18372,XT1520357.XT
18373,XT1520359.XT
18374,XT1520360.XT
18375,XT1520361.XT
18376,XT1520362.XT
18377,XT1520363.XT
18378,XT1520364.XT
18379,XT1520365.XT
18380,XT1520366.XT
18381,XT1520367.XT
18382,XT1520369.XT
18383,XT1520371.XT
18384,XT1520372.XT
18385,XT1520373.XT
18386,XT1520375.XT
18387,XT1520376.XT
18388,XT1520379.XT
18389,XT1520382.XT
18390,XT1520389.XT
18391,XT1520390.XT
18392,XT1520403.XT
18393,XT1520412.XT
18394,XT1520413.XT
18395,XT1520414.XT
18396,XT1520415.XT
18397,XT1520416.XT
18398,XT1520417.XT
18399,XT1520418.XT
18400,XT1520419.XT
18401,XT1520420.XT
18402,XT1520421.XT
18403,XT1520422.XT
18404,XT1520430.XT
18405,XT1520432.XT
18406,XT1520434.XT
18407,XT1520435.XT
18408,XT1520436.XT
18409,XT1520437.XT
18410,XT1520439.XT
18411,XT1520441.XT
18412,XT1520442.XT
18413,XT1520445.XT
18414,XT1520446.XT
18415,XT1520447.XT
18416,XT1520448.XT
18417,XT1520449.XT
18418,XT1520450.XT
18419,XT1520452.XT
18420,XT1520456.XT
18421,XT1520457.XT
18422,XT1520458.XT
18423,XT1520459.XT
18424,XT1520460.XT
18425,XT1520461.XT
18426,XT1520462.XT
18427,XT1520463.XT
18428,XT1520464.XT
18429,XT1520465.XT
18430,XT1520471.XT
18431,XT1520473.XT
18432,XT1520475.XT
18433,XT1520477.XT
18434,XT1520479.XT
18435,XT1520485.XT
18436,XT1520488.XT
18437,XT1520489.XT
18438,XT1520490.XT
18439,XT1520491.XT
18440,XT1520492.XT
18441,XT1520493.XT
18442,XT1520494.XT
18443,XT1520495.XT
18444,XT1520496.XT
18445,XT1520497.XT
18446,XT1520498.XT
18447,XT1520499.XT
18448,XT1520500.XT
18449,XT1520501.XT
18450,XT1520502.XT
18451,XT1520503.XT
18452,XT1520504.XT
18453,XT1520505.XT
18454,XT1520511.XT
18455,XT1520512.XT
18456,XT1520513.XT
18457,XT1520514.XT
18458,XT1520515.XT
18459,XT1520518.XT
18460,XT1520519.XT
18461,XT1520523.XT
18462,XT1520526.XT
18463,XT1520530.XT
18464,XT1520533.XT
18465,XT1520536.XT
18466,XT1520537.XT
18467,XT1520538.XT
18468,XT1520539.XT
18469,XT1520540.XT
18470,XT1520541.XT
18471,XT1520550.XT
18472,XT1520551.XT
18473,XT1520552.XT
18474,XT1520553.XT
18475,XT1520554.XT
18476,XT1520555.XT
18477,XT1520556.XT
18478,XT1520558.XT
18479,XT1520559.XT
18480,XT1520560.XT
18481,XT1520561.XT
18482,XT1520563.XT
18483,XT1520564.XT
18484,XT1520565.XT
18485,XT1520566.XT
18486,XT1520569.XT
18487,XT1520571.XT
18488,XT1520572.XT
18489,XT1520573.XT
18490,XT1520574.XT
18491,XT1520576.XT
18492,XT1520577.XT
18493,XT1520578.XT
18494,XT1520579.XT
18495,XT1520580.XT
18496,XT1520581.XT
18497,XT1520582.XT
18498,XT1520584.XT
18499,XT1520585.XT
18500,XT1520587.XT
18501,XT1520590.XT
18502,XT1520594.XT
18503,XT1520595.XT
18504,XT1520596.XT
18505,XT1520597.XT
18506,XT1520598.XT
18507,XT1520599.XT
18508,XT1520601.XT
18509,XT1520602.XT
18510,XT1520607.XT
18511,XT1520608.XT
18512,XT1520609.XT
18513,XT1520610.XT
18514,XT1520612.XT
18515,XT1520613.XT
18516,XT1520614.XT
18517,XT1520615.XT
18518,XT1520616.XT
18519,XT1520617.XT
18520,XT1520618.XT
18521,XT1520619.XT
18522,XT1520620.XT
18523,XT1520621.XT
18524,XT1520622.XT
18525,XT1520623.XT
18526,XT1520624.XT
18527,XT1520625.XT
18528,XT1520627.XT
18529,XT1520629.XT
18530,XT1520630.XT
18531,XT1520631.XT
18532,XT1520633.XT
18533,XT1520637.XT
18534,XT1520642.XT
18535,XT1520643.XT
18536,XT1520644.XT
18537,XT1520645.XT
18538,XT1520648.XT
18539,XT1520649.XT
18540,XT1520650.XT
18541,XT1520652.XT
18542,XT1520653.XT
18543,XT1520654.XT
18544,XT1520655.XT
18545,XT1520656.XT
18546,XT1520657.XT
18547,XT1520658.XT
18548,XT1520661.XT
18549,XT1520662.XT
18550,XT1520665.XT
18551,XT1520667.XT
18552,XT1520674.XT
18553,XT1520676.XT
18554,XT1520677.XT
18555,XT1520678.XT
18556,XT1520679.XT
18557,XT1520681.XT
18558,XT1520682.XT
18559,XT1520686.XT
18560,XT1520687.XT
18561,XT1520688.XT
18562,XT1520694.XT
18563,XT1520695.XT
18564,XT1520698.XT
18565,XT1520700.XT
18566,XT1520701.XT
18567,XT1520702.XT
18568,XT1520703.XT
18569,XT1520704.XT
18570,XT1520705.XT
18571,XT1520706.XT
18572,XT1520707.XT
18573,XT1520708.XT
18574,XT1520709.XT
18575,XT1520710.XT
18576,XT1520711.XT
18577,XT1520712.XT
18578,XT1520713.XT
18579,XT1520714.XT
18580,XT1520715.XT
18581,XT1520718.XT
18582,XT1520719.XT
18583,XT1520720.XT
18584,XT1520721.XT
18585,XT1520722.XT
18586,XT1520725.XT
18587,XT1520726.XT
18588,XT1520727.XT
18589,XT1520728.XT
18590,XT1520729.XT
18591,XT1520732.XT
18592,XT1520733.XT
18593,XT1520734.XT
18594,XT1520735.XT
18595,XT1520736.XT
18596,XT1520737.XT
18597,XT1520738.XT
18598,XT1520739.XT
18599,XT1520740.XT
18600,XT1520741.XT
18601,XT1520742.XT
18602,XT1520743.XT
18603,XT1520744.XT
18604,XT1520748.XT
18605,XT1520749.XT
18606,XT1520756.XT
18607,XT1520757.XT
18608,XT1520758.XT
18609,XT1520759.XT
18610,XT1520760.XT
18611,XT1520763.XT
18612,XT1520764.XT
18613,XT1520765.XT
18614,XT1520766.XT
18615,XT1520767.XT
18616,XT1520768.XT
18617,XT1520770.XT
18618,XT1520771.XT
18619,XT1520772.XT
18620,XT1520773.XT
18621,XT1520774.XT
18622,XT1520775.XT
18623,XT1520776.XT
18624,XT1520778.XT
18625,XT1520779.XT
18626,XT1520780.XT
18627,XT1520782.XT
18628,XT1520783.XT
18629,XT1520784.XT
18630,XT1520785.XT
18631,XT1520786.XT
18632,XT1520787.XT
18633,XT1520788.XT
18634,XT1520789.XT
18635,XT1520790.XT
18636,XT1520793.XT
18637,XT1520794.XT
18638,XT1520796.XT
18639,XT1520797.XT
18640,XT1520798.XT
18641,XT1520799.XT
18642,XT1520800.XT
18643,XT1520802.XT
18644,XT1520803.XT
18645,XT1520810.XT
18646,XT1520811.XT
18647,XT1520812.XT
18648,XT1520813.XT
18649,XT1520815.XT
18650,XT1520816.XT
18651,XT1520817.XT
18652,XT1520818.XT
18653,XT1520821.XT
18654,XT1520822.XT
18655,XT1520823.XT
18656,XT1520824.XT
18657,XT1520825.XT
18658,XT1520826.XT
18659,XT1520827.XT
18660,XT1520828.XT
18661,XT1520829.XT
18662,XT1520830.XT
18663,XT1520831.XT
18664,XT1520832.XT
18665,XT1520833.XT
18666,XT1520834.XT
18667,XT1520835.XT
18668,XT1520837.XT
18669,XT1520838.XT
18670,XT1520839.XT
18671,XT1520840.XT
18672,XT1520841.XT
18673,XT1520842.XT
18674,XT1520843.XT
18675,XT1520844.XT
18676,XT1520845.XT
18677,XT1520846.XT
18678,XT1520848.XT
18679,XT1520849.XT
18680,XT1520850.XT
18681,XT1520851.XT
18682,XT1520852.XT
18683,XT1520853.XT
18684,XT1520854.XT
18685,XT1520855.XT
18686,XT1520856.XT
18687,XT1520857.XT
18688,XT1520858.XT
18689,XT1520860.XT
18690,XT1520861.XT
18691,XT1520862.XT
18692,XT1520863.XT
18693,XT1520864.XT
18694,XT1520866.XT
18695,XT1520868.XT
18696,XT1520869.XT
18697,XT1520871.XT
18698,XT1520872.XT
18699,XT1520873.XT
18700,XT1520874.XT
18701,XT1520875.XT
18702,XT1520876.XT
18703,XT1520877.XT
18704,XT1520878.XT
18705,XT1520879.XT
18706,XT1520881.XT
18707,XT1520895.XT
18708,XT1520896.XT
18709,XT1520920.XT
18710,XT1520945.XT
18711,XT1520949.XT
18712,XT1520950.XT
18713,XT1520952.XT
18714,XT1520974.XT
18715,XT1520980.XT
18716,XT1520981.XT
18717,XT1520982.XT
18718,XT1520983.XT
18719,XT1520984.XT
18720,XT1520985.XT
18721,XT1520986.XT
18722,XT1520987.XT
18723,XT1520988.XT
18724,XT1520989.XT
18725,XT1520990.XT
18726,XT1520991.XT
18727,XT1520992.XT
18728,XT1520993.XT
18729,XT1520994.XT
18730,XT1520995.XT
18731,XT1520997.XT
18732,XT1520998.XT
18733,XT1520999.XT
18734,XT1521000.XT
18735,XT1521006.XT
18736,XT1521013.XT
18737,XT1521018.XT
18738,XT1521032.XT
18739,XT1521043.XT
18740,XT1521049.XT
18741,XT1521051.XT
18742,XT1521054.XT
18743,XT1521057.XT
18744,XT1521075.XT
18745,XT1521076.XT
18746,XT1521082.XT
18747,XT1521084.XT
18748,XT1521086.XT
18749,XT1521087.XT
18750,XT1521088.XT
18751,XT1521089.XT
18752,XT1521090.XT
18753,XT1521091.XT
18754,XT1521092.XT
18755,XT1521093.XT
18756,XT1521094.XT
18757,XT1521095.XT
18758,XT1521096.XT
18759,XT1521097.XT
18760,XT1521098.XT
18761,XT1521100.XT
18762,XT1521101.XT
18763,XT1521102.XT
18764,XT1521103.XT
18765,XT1521104.XT
18766,XT1521105.XT
18767,XT1521108.XT
18768,XT1521109.XT
18769,XT1521110.XT
18770,XT1521115.XT
18771,XT1521116.XT
18772,XT1521118.XT
18773,XT1521119.XT
18774,XT1521120.XT
18775,XT1521121.XT
18776,XT1521133.XT
18777,XT1521134.XT
18778,XT1521135.XT
18779,XT1521136.XT
18780,XT1521141.XT
18781,XT1521142.XT
18782,XT1521143.XT
18783,XT1521144.XT
18784,XT1521145.XT
18785,XT1521151.XT
18786,XT1521155.XT
18787,XT1521157.XT
18788,XT1521159.XT
18789,XT1521163.XT
18790,XT1521166.XT
18791,XT1521168.XT
18792,XT1521169.XT
18793,XT1521170.XT
18794,XT1521171.XT
18795,XT1521174.XT
18796,XT1521178.XT
18797,XT1521185.XT
18798,XT1521186.XT
18799,XT1521187.XT
18800,XT1521188.XT
18801,XT1521189.XT
18802,XT1521190.XT
18803,XT1521191.XT
18804,XT1521197.XT
18805,XT1521198.XT
18806,XT1521199.XT
18807,XT1521200.XT
18808,XT1521201.XT
18809,XT1521202.XT
18810,XT1521203.XT
18811,XT1521204.XT
18812,XT1521205.XT
18813,XT1521206.XT
18814,XT1521207.XT
18815,XT1521208.XT
18816,XT1521209.XT
18817,XT1521210.XT
18818,XT1521211.XT
18819,XT1521212.XT
18820,XT1521213.XT
18821,XT1521214.XT
18822,XT1521217.XT
18823,XT1521218.XT
18824,XT1521288.XT
18825,XT1521307.XT
18826,XT1521308.XT
18827,XT1521317.XT
18828,XT1521319.XT
18829,XT1521320.XT
18830,XT1521321.XT
18831,XT1521322.XT
18832,XT1521323.XT
18833,XT1521324.XT
18834,XT1521325.XT
18835,XT1521326.XT
18836,XT1521327.XT
18837,XT1521328.XT
18838,XT1521329.XT
18839,XT1521330.XT
18840,XT1521331.XT
18841,XT1521332.XT
18842,XT1521333.XT
18843,XT1521334.XT
18844,XT1521335.XT
18845,XT1521336.XT
18846,XT1521337.XT
18847,XT1521338.XT
18848,XT1521339.XT
18849,XT1521340.XT
18850,XT1521341.XT
18851,XT1521342.XT
18852,XT1521343.XT
18853,XT1521344.XT
18854,XT1521345.XT
18855,XT1521346.XT
18856,XT1521347.XT
18857,XT1521348.XT
18858,XT1521349.XT
18859,XT1521350.XT
18860,XT1521351.XT
18861,XT1521352.XT
18862,XT1521353.XT
18863,XT1521356.XT
18864,XT1521357.XT
18865,XT1521361.XT
18866,XT1521362.XT
18867,XT1521364.XT
18868,XT1521366.XT
